record_id,source,narrative,primary_lsr,secondary_lsr,all_lsrs,label_count,lsr_label_provenance
OILPS_OSHA_01014,OSHA,"An employee was removing a threaded grease fitting from a valve. As the fitting came loose, it struck the employee's hand. Air, water, and grease also released with some pressure. The pressure or the fitting lacerated the employee's hand between the thumb and forefinger and abraded the skin between the thumb and wrist. The employee was hospitalized and had surgery.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02280,OSHA,"Employees were at site to plug a well and were pulling casing from the well and laying them on a skid. An employee who was standing on a metal bench/stool lost his footing. The case fell off the rack and struck him in the right leg, breaking his tibia and fibula. He was hospitalized and had surgery.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01687,OSHA,"An employee was working outside on July 17, 2018, preparing for the next day's job when he started not feeling well. The next day, July 18, 2018, the employee was at a customer location working and started vomiting and was unable to keep any fluids down. The employee was hospitalized for heat exhaustion and renal failure.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0049,IOGP_SPI,"During a drone inspection along the Right of Way of the 16” Ø crude oil pipeline, a loss of containment was detected 
at km 31+812, which was subsequently confirmed by pipeline personnel, in a low-lying flood-prone area. Provisional 
repair work was initiated with the installation of a clamp; however, at 20:00 h it was determined that the clamp 
could not be installed because the assessment indicated a longitudinal weld failure of approximately 60 cm, caused 
by electric resistance welding, located at the 7 o’clock position.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0002,IOGP_SPI,"On 9th November 2025 at about 1427hrs during a routine draining operation, there was loss of primary containment 
at the saver pit that went into the slot jetty area. Immediate action taken: 
1. Draining stopped. 
2. The outlet sluice gate was immediately closed. 
3. A containment boom deployed at the slot jetty.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03667,OSHA,"An employee was trying to restart an engine on a compressor that went down. The engine flywheel and starter were not aligned. The employee attempted to use a bar to roll over the flywheel when built-up air pressure caused the entire engine to roll over. The bar then slammed into the employee's left arm, resulting in an injury.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03788,OSHA,An employee was walking up the steps to shut off a sprayer when he fell from the steps. The employee injured his right heel and fractured his left tibia and was hospitalized.,Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0141,IOGP_SPI,"Water tank ruptured on the top due to overpressure from a mechanical fault on a water control valve on production 
separator.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01949,OSHA,"An employee was walking in packed snow when the employee slipped and fell to the ground, suffering a fractured right femur.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0093,IOGP_SPI,"Vibration failure on lease automatic custody transfer 130 discharge pressure transmitter caused 80 bbl oil spill; 60 
bbl recovered.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03797,OSHA,"An employee was positioning a pipe for welding when his left middle finger got pinched between the pipe and a spacer, resulting in a fingertip amputation.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01942,OSHA,An employee was walking on the company road to work when he was struck by another employee who was driving a car away from the premises. He suffered a spinal injury and head laceration.,Line of Fire,,Line of Fire,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0219,IOGP_SPI,"A manual emergency shutdown was initiated following a report of a valve flange leakage in a relief line to the flare 
header. Investigation after shutdown concluded that the flange fasteners were under-torqued.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03559,OSHA,"An employee was drawing off an asphalt cement sample when the hot asphalt splashed onto the employee's face, resulting in burns.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01003,OSHA,An employee was welding pipes when his left index and middle finger were caught and amputated in a pipe clamp.,Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00043,OSHA,"On 1/21/15 at about 16:20 pm a worker was hit by the tongs on his right arm, chest, and leg. He was transported to OU Medical Center where his right hand was amputated. Immediately before the accident the drilling line was stuck. The snub line connected to the tongs snapped causing the tongs to swing around and hit the worker.",Line of Fire,,Line of Fire,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0217,IOGP_SPI,"During preparations to install and test a blowout preventer (BOP) on a re-entry well, a downhole isolation 
arrangement was in place and surface checks indicated no pressure. While the work sequence was progressing 
toward BOP pressure/function testing, the well flowed and released steam and reservoir fluids to surface. 
Personnel evacuated the immediate area and the well was shut in using the BOP blind rams; the release lasted 
approximately four minutes.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0043,IOGP_HPE,"During the night shift, the crew attempted to release an anchor latch tool from a permanent packer using a straight 
pull of 60 klbs (including 55 klbs string weight) without success. Following contractors’ procedures, the string 
was tensioned with 5 klbs over string weight and rotated manually, but no movement was observed. Based on 
contractors’ instructions, power tongs were partially used due to the absence of a power swivel on site.
During the sixth right-hand turn with a 5 klbs overpull, the 2-7/8"" tubing coupling connected to the safety valve backed 
off and fell approximately 21 ft onto the rig floor, then a further 14 ft to the ground. At the same time, the tubing string 
settled approximately 6 ft into the packer. The combined weight of the coupling and safety valve was 36.5 kg.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_02207,OSHA,"An employee was working on trucks when his shop rag ignited from a spark, causing his clothing to catch on fire. He sustained burns on his arms and legs and was hospitalized.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0134,IOGP_SPI,"A localized flash fire occurred inside the injection compressor’s 1st stage knockout (KO) drum within a central 
facility. Personnel had entered the drum to clean and demolish internal components in preparation for system 
upgrades. Non-intrinsically safe lighting and tools had been permitted under a hot work permit along with 
appropriate confined space entry permit. Flammable vapors ignited resulting in burns.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0057,IOGP_HPE,"A telehandler operator was moving a 714kg pipe spool when he observed a trailer blocking his access. The operator 
pulled the telehandler over to the side waiting for the trailer to move away. When the trailer moved, the operator 
started to reverse the telehandler. After reversing approximately 2 metres, the front right tyre of the telehandler 
failed and exploded. The release of pressure ejected the tyre 7 metres away from the telehandler. The primary 
locking rim (weight 19.3kg) and the secondary locking rim (weight 2.3kg) were ejected from the split rim, causing 
the primary locking rim to land 50 metres away and the secondary locking rim to land 70 metres away. No injuries 
were reported. The Flagman and Rigger were positioned behind the telehandler approximately 5 metres away.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0048,IOGP_HPE,"A Contractor scaffolder was dismantling a scaffold by removing a 3m high scaffold standard at a height of 11.5m, 
without using lanyards and passing the scaffold standard to a colleague below.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0029,IOGP_SPI,"During a routine condensate tanker loading operation at Loading Bay, an overfill occurred resulting in an 
estimated loss of 1040 kg of condensate. The event resulted from the failure of the High-High level switch, which 
did not initiate the automatic system shutdown as designed. The abnormal condition was identified through 
CCTV monitoring, which revealed the product overflow. Immediate intervention was undertaken by activating the 
emergency shutdown push button, thereby halting loading operations.
Safety performance indicators – Process safety events – 2025 data
25

===PAGE_26===",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00727,OSHA,"While climbing off a work platform, an employee lost his grip on the side rail and his leg was caught between the rail and platform. His leg was severed and required hospitalization.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03290,OSHA,"Employees were performing a tubing integrity test. As they were blowing down the pressure from the casing, the nipple assembly came off the casing valve flange onto the ground. The nipple threads and casing valve flange threads failed with the pressure, causing the employees to be pushed to the ground. The injured employee sustained a head injury and was hospitalized.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0162,IOGP_SPI,"A fire occurred at the diesel pumping station caused by a product release due to high vibration from the pump’s 
mechanical seal at an operating temperature of 250-260°C.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0114,IOGP_SPI,Power loss caused inlet valve to fail open and tanks overflowed; manual valve closed until power restored.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00321,OSHA,"An employee was installing light posts when the derrick truck swung the light post and contacted the power line behind them. The trailer holding the post became energized, and the employee received severe electrical burns.",Working at Height,Driving,Working at Height; Driving,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0020,IOGP_SPI,"The puncture is on the pipeline between #6 and #7, approx. 100 m from the #6 collector. The powerfully flowing gas 
completely carried away the soil from the backbone pipeline. Since we were not able to identify which backbone 
pipeline had a puncture at first, we closed all wells at the #6 collecting station at 09:30. VO, TO, OK are running next 
to each other. After identifying the faulty pipeline, we started depressurizing the #7 collecting station. The leaked 
gas could be 10000 Nm3. The restart of the #6 wells is currently in progress. #6 daily production: Br: 685.4 m3/d 
N: 22.5 m3/d, OK: 13,700 Nm3/d, sg: 90,100 Nm3/d. From the #7 collector, the OK gas is distributed towards the 
station, through which it arrives at the gas plant.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03067,OSHA,An employee was assisting with moving a length of pipe. The employee tripped and was run over by an excavator resulting in fractures to the lower body.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_HPE_0069,IOGP_HPE,"On May 20, 2025, a worker was engaged in repositioning a spec blind from the closed to the open position on the 
flare line, in preparation to de-isolate the unit for commissioning activities. During this activity, the worker was 
exposed to a gas/energy release from the down steam side of the isolated gate valve at the open flange pair. Worker 
required rescue from heights and was provided onsite first aid; worker was transported to a local hospital for 
further medical assessment where it was determined worker sustained bruised ribs and a concussion. Worker was 
released from hospital the same day.",None,,None,0,SOURCE_GROUNDED
