record_id,source_record_id,incident_text,top_lsr,top_score,second_lsr,second_score,margin,evidence_labels,semantic_score,agreement_state,suggested_action
OILPS_OSHA_00408,2015118297,"On November 4, 2015, at approximately 8:45 an employee smashed three fingers on his right hand which resulted in hospitalization to surgically repair a broken right pinkie finger. The employee smashed",Working at Height,0.0036,Hot Work,0.0016,0.002,Line of Fire,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00426,2015118641,An employee was pulling wire on the slip line of a truck when the wire loop caught and amputated his thumb tip. nan,Driving,0.5355,Line of Fire,0.0011,0.5344,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00428,2015118688,An employee ran into a guardrail and fractured vertebrae while trying to avoid being struck by a pipe that had fallen from the elevator. nan,Line of Fire,0.0008,Safe Mechanical Lifting,0.0003,0.0005,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00439,2015118871,An employee suffered a fracture to his left hand while moving a hydraulic catwalk. nan,Safe Mechanical Lifting,0.6257,Line of Fire,0.0097,0.616,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00441,2015118918,"An employee was transferring wire cable from a spool to a cradle. His right-hand middle finger got caught between a washer and a bolt, amputating the distal third of his fingertip. He required reattac",Line of Fire,0.4967,Working at Height,0.1299,0.3668,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00445,2015129054,"An employee was struck in the face while blowing down a reinjection line at an oilfield production location, resulting in facial bone fractures, a hole in the roof of his mouth, tooth loss, and a big ",Line of Fire,0.3505,Energy Isolation,0.0185,0.332,Working at Height,0.7,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00460,2015129660,"An employee was in the process of tightening belts on an electric motor on a pump jack and was caught between the arm and the base of the motor experiencing a fractured pelvis, abrasions to left side ",Energy Isolation,0.0136,Hot Work,0.0003,0.0133,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00462,2015129745,An employee was unscrewing a 90 foot vertical pipe weighing 1000 lbs. from the rigging. The pipe came loose and fell onto the employee's right foot. The employee was hospitalized for treatment and the,Safe Mechanical Lifting,0.5559,Working at Height,0.1104,0.4455,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00473,2016010311,"Employees were lifting an I-beam (approximately 1800 pounds) with a material handler to place it on a tractor trailer. The strap used in the lift broke, and the I-beam struck an employee, breaking two",Hot Work,0.0175,Safe Mechanical Lifting,0.004,0.0135,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00479,2016010881,"An employee was hanging a horsehead on a pump jack. As the employee swung the horsehead into place and reached up to grab the weight, the weight was released. The employee's finger got caught between ",Driving,0.0059,Safe Mechanical Lifting,0.0032,0.0027,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00480,2016010527,An employee was operating a concrete coring machine. The machine got hung-up in the concrete causing the machine to jerk and the employee to fall fracturing a hip. nan,Line of Fire,0.4376,Working at Height,0.0118,0.4258,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00486,2016010669,"A Delaware City Refining Company employee was walking to his work location on 1/23/16, at approximately 1:00 AM during an intense snow event. As he was walking, he stopped on the side of the road to a",Driving,0.6189,Line of Fire,0.0054,0.6135,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00492,2016010779,"While an employee was operating a drill collar clamp on a workover rig, his right pinky finger was caught between the clamp and the tubing tongs, amputating the fingertip. nan",Line of Fire,0.0509,Safe Mechanical Lifting,0.0041,0.0468,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00496,2016010838,An employee was attempting to center a winch drum spacer on a lathe. The winch drum spacer flipped off the lathe and fell onto his right foot resulting in injury. The employee sustained a contusion on,Safe Mechanical Lifting,0.6688,Working at Height,0.0658,0.603,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00498,2016010869,"An employee was attempting to pump water into a natural gas line. After he was given the ""all clear"" sign by the pipeline supervisor, he opened a water valve and was instantly struck and injured by pr",Line of Fire,0.0263,Energy Isolation,0.0003,0.026,Energy Isolation,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00499,2016010925,An employee was using a pry bar to guide the base of a jib crane over the bolts in the floor. The base was suspended by straps attached to a forklift. The base slipped in the straps and pinned the emp,Safe Mechanical Lifting,0.9982,Energy Isolation,0.9744,0.0238,Safe Mechanical Lifting,0.75,STRONG_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00503,2016020995,An employee's left ring finger was partially amputated after being struck by a sledge hammer while the employee was repairing a 34-inch pipeline. nan,Line of Fire,0.1566,Safe Mechanical Lifting,0.0167,0.1399,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00506,2016021124,An employee received an injury to the right middle finger that required surgery and hospitalization. The employee's finger was caught between a pump plunger and the catwalk when the pump plunger fell ,Working at Height,0.0113,Driving,0.0004,0.0109,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00509,2016021171,An employee was repairing a leaking site glass containing caustic acid when the glass ruptured. The employee suffered thermal burns from the wrist to the shoulder. nan,Work Authorization,0.9888,Hot Work,0.9755,0.0133,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00519,2016021441,An employee was engaged in rigging down activities. The top drive cradle fell from the rig and struck an employee on the leg resulting in amputation of the leg. nan,Safe Mechanical Lifting,0.5553,Working at Height,0.0645,0.4908,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00520,2016021505,An employee was moving a 2' base plate with a fork truck and 1/2 inch chain. He caught his finger between the fork and the chain amputating the right index fingertip. nan,Driving,0.972,Safe Mechanical Lifting,0.9677,0.0043,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00521,2016021590,"On 2/20/2016, at around 4:00 p.m., an employee was using a machine called a planner to prep the poly pipe for welding repairs when a short burst of flame occurred. The employee received second degree ",Hot Work,0.9979,Energy Isolation,0.9164,0.0815,Hot Work,0.75,STRONG_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00524,2016021703,An employee was unloading a metal table from a trailer with coworkers when the table flipped and landed on top of the employee. The employee was crushed and required hospitalization. nan,Working at Height,0.4601,Safe Mechanical Lifting,0.0134,0.4467,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00527,2016021812,"On February 26, 2016, an employee had unloaded a load of salt water from the trailer before bringing it to the shop to help a mechanic remove bolts from the lid on the first hatch to replace the scrub",Hot Work,0.4575,Working at Height,0.0291,0.4284,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00534,2016031923,"An employee was helping unravel hose when his hand was placed in the buffer zone between the trailer and hose. His right middle finger was caught between the hose and the trailer, resulting in the tra",Line of Fire,0.4455,Safe Mechanical Lifting,0.0085,0.437,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00537,2016032066,"An employee was cleaning wet sand from the sand bin gate when the gate closed on his left hand, causing multiple fractures and lacerations. He required sutures. nan",Safe Mechanical Lifting,0.6593,Line of Fire,0.3084,0.3509,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00538,2016032071,The employee was picking up hand tools and materials from around a drilling rig when he was struck in the head by a falling drilling rod and knocked unconscious. He suffered a head and neck vertebra i,Energy Isolation,0.5196,Line of Fire,0.0834,0.4362,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00540,2016032262,"Two employees were cleaning a 30-foot tube with a chemical mixture of hydrochloric and nitric acids inside. The tubing became over-pressurized and the end cap dislodged, spraying the mixture onto the ",Hot Work,0.5288,Energy Isolation,0.0183,0.5105,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00541,2016032292,An employee was removing a lineup clamp from a piece of pipe when his finger was caught between the turtle clamp and a metal ring. The tip of his right middle finger was amputated. nan,Energy Isolation,0.0347,Line of Fire,0.0312,0.0035,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00544,2016032598,"On March 28, 2016, at approximately 11:20 p.m., an employee exited his excavator and peered into the bin where he was placing additives. Wearing metatarsal gloves, the employee placed his left hand on",Line of Fire,0.5916,Working at Height,0.0253,0.5663,NONE,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00545,2016032719,"An employee was removing a pump from a truck using a forklift. Another employee was removing the last bolt from the pump on the back of the truck, when the forks of the forklift struck that employee i",Safe Mechanical Lifting,0.9918,Driving,0.9835,0.0083,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00546,2016032720,An employee was hand grinding a flat piece of metal that was held in place by a vice. The piece of metal slipped out of the vice striking the employee and cutting the right side of his neck. nan,Line of Fire,0.0839,Safe Mechanical Lifting,0.0019,0.082,Hot Work,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00549,2016042817,"A rig crew was attempting to pull a drill rig through the mud using a company-owned winch truck. While doing so, the winch line separated, striking the injured employee. The employee was hospitalized ",Safe Mechanical Lifting,0.9672,Driving,0.9273,0.0399,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00557,2016043141,An employee was transferring wax from a storage tank into a tanker truck. The employee opened a valve that was under pressure and a fire occurred. The employee sustained second and third degree burns ,Energy Isolation,0.9439,Hot Work,0.8479,0.096,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00558,2016043154,"An employee putting thread protectors on drill pipe was resting his hand on a TM-80 iron rough neck. The rough neck operator did not see his hand and started retracting the equipment, which caught the",Line of Fire,0.0642,Safe Mechanical Lifting,0.0615,0.0027,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00559,2016043155,The employee was going to address a mechanical or electrical problem that occurred and caused some shingles to fall onto the floor. The employee went to pick up the shingles on the floor and when he s,Energy Isolation,0.0088,Confined Space,0.0015,0.0073,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00560,2016043167,An employee's finger was partially amputated when it was caught in a strap being used to rig pipe. nan,Line of Fire,0.5094,Safe Mechanical Lifting,0.0013,0.5081,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00562,2016043213,"On 4/17/16, an employee was cutting down trees to clear an oil field well pad site. A previously cut tree became caught up in the tree he was currently cutting. The tree then fell down and struck his ",Line of Fire,0.0022,Working at Height,0.0011,0.0011,Hot Work,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_00564,2016043279,"Employees were removing a loading arm from the loading platform and were using a rope to hold the loading arm in place. The rope snapped, which caused the arm to swing down and hit an employee in the ",Energy Isolation,0.4798,Hot Work,0.2036,0.2762,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
