record_id,narrative,all_lsrs
OILPS_IOGP_SPI_0181,"During a fluid recirculation operation between storage tanks, an unintended release of crude oil occurred into the 
sea. The operation aimed to measure hydrogen sulfide levels present in a slop tank, routing the fluid through an 
analyzer. It was later discovered that oil from the oil phase from the tank, had passed through the discharge system 
due to the failure in a valve, resulting in a significant environmental impact.",
OILPS_OSHA_03520,"Employees were installing an inline pole to increase the ground clearance of a sagging power line. Once the new pole was in place, the employee in the bucket truck attached the energized line to the jib on the new pole. As the employees finished emplacing the new pole, the energized line (7,620 volts) broke loose from the jib on the new pole. Due to the sag in the energized wire, it dropped low enough to contact the boom of the digger derrick truck. Two employees standing next to the truck sustained an electrical shock.",Working at Height; Driving
OILPS_IOGP_HPE_0011,"At approximately 06:30, lifting operations were being conducted to move spools from the main deck to the cellar/
sub-cellar deck.
Because no direct lifting path existed, the crew chose to lift the load through a slickline hatch, which constituted 
a complex lift and was not covered by the approved PTW. The crane operator had no line of sight and was 
communicating by radio only.
During lifting, the hook snagged the hatch plate. The rigger, who was standing on the hatch cover to guide the load, 
attempted to stop the lift. The plate dislodged and the rigger fell approximately 6.5 m to the deck below.
The injured person was medevaced with serious injuries. The event had clear fatality potential.",
OILPS_OSHA_03366,"An employee was participating in work over rig operations. As they were tying ahead, they were caught in the spool and sustained fractures of the tibia, fibula, scapula, and pelvis.",Line of Fire
OILPS_IOGP_SPI_0058,"Compressor blowdown led to a release of 251,284 Kg (9,289 MSCF) of natural gas into the atmosphere.
The event was classified a tier 1 LOC.
This event was caught by our methane flyover program.",
OILPS_OSHA_01348,An employee stepped into an area where hot condensate was present and sustained a condensate burn to the lower right leg.,
OILPS_OSHA_03569,"Two employees were removing residual hot mix asphalt with a torch inside a silo before mixing a new batch of asphalt. The asphalt became hot enough to ignite fumes inside the silo, which resulted in a flash fire. Both employees sustained burns to their hands, arms, and face.",Hot Work
OILPS_OSHA_02381,"An employee was attempting to tack weld and repair a tubular steel livestock gate. The gate was in a bind due to a broken component and was positioned in such a way that a gap was present between the broken component and anchoring rail. As the employee placed the left hand on the anchoring rail, it dropped, pinching the soft tissue of the employee's left index finger between the component and anchor. As the employee pulled the hand back, the employee's left index finger was amputated (without bone loss).",Safe Mechanical Lifting
OILPS_OSHA_03277,"On December 12, 2022, an employee was tying over a gas line using an impact gun when the gun caused sparks that resulted in a flash fire. The employee suffered burns to their face and hands.",Hot Work
OILPS_OSHA_00795,"An employee was driving downhill to return a UTV (utility terrain vehicle) to a truck when he lost control and capsized, breaking 11 ribs.",Driving
OILPS_OSHA_00277,"An employee got caught between a trailer and truck while directing the truck driver to back up. The employee's leg was crushed, and the employee was hospitalized.",Driving
OILPS_OSHA_02361,"On October 15, 2019, an employee was attempting to secure a barge when his right hand was crushed and lacerated by the winch wheel.",Safe Mechanical Lifting
OILPS_OSHA_00357,"On September 14, 2015, at approximately 10:30am, a worker suffered an amputation of the left pinky finger just above the palm while unloading pipe from a pipe trailer. The employee was standing towards the tractor side of the trailer and a side boom with sling was unloading the pipe. The load was lowered near the tractor in an effort to raise the pipe above the back stanchion on the trailer. As the pipe slowly moved, the load struck a stanchion or DOT fender and the employee's hand was crushed in the load of pipe. No tag line was used.",Safe Mechanical Lifting
OILPS_OSHA_01734,"An employee was setting up five mud tanks and a mud pump. While he was hooking up the fifth mud tank to the fourth mud tank, a gap formed between the hose to the union. He inched the cable over multiple times to close the gap. Then, the driver lifted the mud tank up, which caused the cable line to pull the employee's finger between the truck roller, resulting in an amputation of the end of his left index finger.",Driving
OILPS_IOGP_SPI_0205,"On 7th July 2025 at 15:03 hrs, a hydrocarbon gas release occurred onboard the FPSO from anti-surge valve (part 
of the gas compression system). Gas detectors were activated and an Emergency Shutdown Level 2 (ESD-2) was 
triggered, resulting in a full production shutdown. The Emergency Response Team confirmed stem leakage on the 
anti-surge valve.
The valve was isolated and inspected. Only remnants of stem packing were found. A temporary in-situ repair 
was attempted using graphite split and braided rings, but the installation sequence was incorrect. The valve was 
therefore not leak-tested and sent onshore for further assessment.",
OILPS_OSHA_00035,Two employees were burned when a bubble tower exploded creating a flash fire during maintenance work on a well site.,Hot Work
OILPS_IOGP_SPI_0086,Internal corrosion on tester oil leg caused 21.5 bbl spill; remediation planned.,
OILPS_OSHA_01886,An employee's hand was on a cable that was being used to lift a pipe from a rig when his finger was amputated.,
OILPS_OSHA_00367,An employee was working on a heater when the fuel gas system detonated and caused a flash fire. The employee was burned on the right side of the face and ear.,Hot Work
OILPS_OSHA_02405,"Employees were working to remove and change the air swivel on the down the hole hammer (DTH) machine. They were using a 60"" pipe wrench weighing 60lbs. to loosen the drill steel by over-torqueing the pipe wrench and wedging it against the mast while rotating the drill steel in a counter direction. After some attempts, the DTH operator approached to help Employee 2. The drill then rotated and the pipe wrench contacted the right side of Employee 2's face, knocking him to the ground. The wrench then struck the DTH operator on the hard hat. Both employees were taken to the hospital. The DTH operator was released from the hospital after an evaluation. Employee 2 was hospitalized with multiple fractures to his jaw and cheek bone on the right side of the face.",Working at Height
